189578 getPopulationofCountry French Guiana Zone:4 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 4)
13018787 getPopulationofCountry Chile Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 5)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
361020 getPopulationofCountry Comoros Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
130745096 getPopulationofCountry Brazil Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
374575 getPopulationofCountry Guadeloupe Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
62864801 getPopulationofCountry Turkey Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
31572564 getPopulationofCountry Ukraine Zone:4 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 4)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 3)
3982679 getPopulationofCountry Paraguay Zone:2 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 2)
3982679 getPopulationofCountry Paraguay Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3982679 getPopulationofCountry Paraguay Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3982679 getPopulationofCountry Paraguay Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
374575 getPopulationofCountry Guadeloupe Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
3587103 getPopulationofCountry Cambodia Zone:2 (turnaround time: 182 ms, execution time: 92 ms, waiting time: 90, processed by server 2)
7287342 getPopulationofCountry Ghana Zone:1 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 1)
22244641 getPopulationofCountry Romania Zone:1 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 1)
22244641 getPopulationofCountry Romania Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
8409164 getPopulationofCountry Portugal Zone:4 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 4)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 2)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
1182883 getPopulationofCountry Slovenia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
5996338 getPopulationofCountry Senegal Zone:3 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 3)
3226299 getPopulationofCountry Honduras Zone:1 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 1)
3226299 getPopulationofCountry Honduras Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
578979258 getPopulationofCountry China Zone:2 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 2)
357957 getPopulationofCountry Bahamas Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
10382487 getPopulationofCountry Hungary Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
53386217 getPopulationofCountry Philippines Zone:2 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 2)
183952128 getPopulationofCountry United States Zone:5 (turnaround time: 181 ms, execution time: 90 ms, waiting time: 91, processed by server 5)
357957 getPopulationofCountry Bahamas Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
2972660 getPopulationofCountry Slovakia Zone:5 (turnaround time: 182 ms, execution time: 90 ms, waiting time: 92, processed by server 5)
2972660 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
8684197 getPopulationofCountry Cameroon Zone:3 (turnaround time: 189 ms, execution time: 94 ms, waiting time: 95, processed by server 3)
31572564 getPopulationofCountry Ukraine Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
31572564 getPopulationofCountry Ukraine Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
31572564 getPopulationofCountry Ukraine Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
1073335 getPopulationofCountry Botswana Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
7301292 getPopulationofCountry Switzerland Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
7301292 getPopulationofCountry Switzerland Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 174 ms, execution time: 80 ms, waiting time: 94, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
1565638 getPopulationofCountry Togo Zone:2 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 2)
7325831 getPopulationofCountry Bolivia Zone:5 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 5)
7325831 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7325831 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7325831 getPopulationofCountry Bolivia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
8249 getPopulationofCountry Tuvalu Zone:1 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 1)
9995025 getPopulationofCountry Kazakhstan Zone:3 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 3)
662818 getPopulationofCountry Burundi Zone:3 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 3)
4797337 getPopulationofCountry Serbia Zone:1 (turnaround time: 185 ms, execution time: 94 ms, waiting time: 91, processed by server 1)
4797337 getPopulationofCountry Serbia Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
4896738 getPopulationofCountry Tunisia Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 5)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
57898650 getPopulationofCountry Indonesia Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
53386217 getPopulationofCountry Philippines Zone:4 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 4)
53386217 getPopulationofCountry Philippines Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
4722032 getPopulationofCountry Guinea Zone:3 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 3)
2383694 getPopulationofCountry Georgia Zone:4 (turnaround time: 183 ms, execution time: 90 ms, waiting time: 93, processed by server 4)
95951597 getPopulationofCountry Japan Zone:1 (turnaround time: 185 ms, execution time: 89 ms, waiting time: 96, processed by server 1)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 187 ms, execution time: 93 ms, waiting time: 94, processed by server 3)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
189578 getPopulationofCountry French Guiana Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
1873246 getPopulationofCountry Tajikistan Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
130745096 getPopulationofCountry Brazil Zone:3 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 3)
7089788 getPopulationofCountry Belarus Zone:1 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 1)
4797337 getPopulationofCountry Serbia Zone:5 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 5)
4797337 getPopulationofCountry Serbia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
361020 getPopulationofCountry Comoros Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
4896738 getPopulationofCountry Tunisia Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
8249 getPopulationofCountry Tuvalu Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
8249 getPopulationofCountry Tuvalu Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
3122947 getPopulationofCountry Croatia Zone:3 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 3)
2579609 getPopulationofCountry Oman Zone:4 (turnaround time: 181 ms, execution time: 86 ms, waiting time: 95, processed by server 4)
357957 getPopulationofCountry Bahamas Zone:2 (turnaround time: 184 ms, execution time: 94 ms, waiting time: 90, processed by server 2)
578979258 getPopulationofCountry China Zone:4 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 4)
578979258 getPopulationofCountry China Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
578979258 getPopulationofCountry China Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
578979258 getPopulationofCountry China Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
9269384 getPopulationofCountry Sweden Zone:1 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 1)
31048782 getPopulationofCountry Canada Zone:1 (turnaround time: 183 ms, execution time: 93 ms, waiting time: 90, processed by server 1)
4896738 getPopulationofCountry Tunisia Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
4722032 getPopulationofCountry Guinea Zone:5 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 5)
4722032 getPopulationofCountry Guinea Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
57898650 getPopulationofCountry Indonesia Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
8434068 getPopulationofCountry Greece Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
8434068 getPopulationofCountry Greece Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8434068 getPopulationofCountry Greece Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
13018787 getPopulationofCountry Chile Zone:4 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 4)
3022187 getPopulationofCountry Benin Zone:2 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 2)
3022187 getPopulationofCountry Benin Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
7287342 getPopulationofCountry Ghana Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
7089788 getPopulationofCountry Belarus Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
53386217 getPopulationofCountry Philippines Zone:3 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 3)
20667549 getPopulationofCountry Peru Zone:3 (turnaround time: 173 ms, execution time: 80 ms, waiting time: 93, processed by server 3)
20667549 getPopulationofCountry Peru Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
20667549 getPopulationofCountry Peru Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
20667549 getPopulationofCountry Peru Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
4477021 getPopulationofCountry Haiti Zone:5 (turnaround time: 182 ms, execution time: 92 ms, waiting time: 90, processed by server 5)
184225 getPopulationofCountry Guam Zone:5 (turnaround time: 182 ms, execution time: 92 ms, waiting time: 90, processed by server 5)
8434068 getPopulationofCountry Greece Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
3226299 getPopulationofCountry Honduras Zone:4 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 4)
3226299 getPopulationofCountry Honduras Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
62864801 getPopulationofCountry Turkey Zone:2 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 2)
2972660 getPopulationofCountry Slovakia Zone:5 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 5)
2972660 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
2972660 getPopulationofCountry Slovakia Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
1873246 getPopulationofCountry Tajikistan Zone:5 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 5)
2579609 getPopulationofCountry Oman Zone:3 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 3)
2579609 getPopulationofCountry Oman Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
15142000 getPopulationofCountry Belgium Zone:2 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 2)
6275101 getPopulationofCountry Guatemala Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
1680347 getPopulationofCountry Chad Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
1680347 getPopulationofCountry Chad Zone:1 (turnaround time: 188 ms, execution time: 95 ms, waiting time: 93, processed by server 1)
1680347 getPopulationofCountry Chad Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
1680347 getPopulationofCountry Chad Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
1680347 getPopulationofCountry Chad Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
9269384 getPopulationofCountry Sweden Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
233433 getPopulationofCountry Bhutan Zone:1 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 1)
1070 getPopulationofCountry Tokelau Zone:2 (turnaround time: 185 ms, execution time: 94 ms, waiting time: 91, processed by server 2)
3939407 getPopulationofCountry Nepal Zone:2 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 2)
3939407 getPopulationofCountry Nepal Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
7325831 getPopulationofCountry Bolivia Zone:1 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 1)
578979258 getPopulationofCountry China Zone:1 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 1)
578979258 getPopulationofCountry China Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
578979258 getPopulationofCountry China Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
130745096 getPopulationofCountry Brazil Zone:4 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 4)
130745096 getPopulationofCountry Brazil Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
130745096 getPopulationofCountry Brazil Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
9269384 getPopulationofCountry Sweden Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
4896738 getPopulationofCountry Tunisia Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
369776 getPopulationofCountry Guyana Zone:5 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 5)
3587103 getPopulationofCountry Cambodia Zone:2 (turnaround time: 188 ms, execution time: 94 ms, waiting time: 94, processed by server 2)
3587103 getPopulationofCountry Cambodia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3587103 getPopulationofCountry Cambodia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3587103 getPopulationofCountry Cambodia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3022187 getPopulationofCountry Benin Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8434068 getPopulationofCountry Greece Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
6275101 getPopulationofCountry Guatemala Zone:2 (turnaround time: 184 ms, execution time: 91 ms, waiting time: 93, processed by server 2)
7089788 getPopulationofCountry Belarus Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
7089788 getPopulationofCountry Belarus Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
7301292 getPopulationofCountry Switzerland Zone:1 (turnaround time: 183 ms, execution time: 93 ms, waiting time: 90, processed by server 1)
3628180 getPopulationofCountry Uganda Zone:5 (turnaround time: 182 ms, execution time: 92 ms, waiting time: 90, processed by server 5)
3628180 getPopulationofCountry Uganda Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
3628180 getPopulationofCountry Uganda Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
9269384 getPopulationofCountry Sweden Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
8434068 getPopulationofCountry Greece Zone:4 (turnaround time: 184 ms, execution time: 94 ms, waiting time: 90, processed by server 4)
8434068 getPopulationofCountry Greece Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
16212029 getPopulationofCountry Thailand Zone:1 (turnaround time: 182 ms, execution time: 92 ms, waiting time: 90, processed by server 1)
53444559 getPopulationofCountry Pakistan Zone:2 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 2)
2579609 getPopulationofCountry Oman Zone:1 (turnaround time: 182 ms, execution time: 90 ms, waiting time: 92, processed by server 1)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 4)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
3022187 getPopulationofCountry Benin Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
8409164 getPopulationofCountry Portugal Zone:3 (turnaround time: 186 ms, execution time: 91 ms, waiting time: 95, processed by server 3)
7325831 getPopulationofCountry Bolivia Zone:4 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 4)
10382487 getPopulationofCountry Hungary Zone:1 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 1)
233433 getPopulationofCountry Bhutan Zone:2 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 2)
233433 getPopulationofCountry Bhutan Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
9995025 getPopulationofCountry Kazakhstan Zone:3 (turnaround time: 187 ms, execution time: 92 ms, waiting time: 95, processed by server 3)
3895983 getPopulationofCountry Ireland Zone:3 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 3)
3895983 getPopulationofCountry Ireland Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
3895983 getPopulationofCountry Ireland Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
3122947 getPopulationofCountry Croatia Zone:5 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 5)
95951597 getPopulationofCountry Japan Zone:4 (turnaround time: 185 ms, execution time: 91 ms, waiting time: 94, processed by server 4)
95951597 getPopulationofCountry Japan Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
357957 getPopulationofCountry Bahamas Zone:3 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 3)
1873246 getPopulationofCountry Tajikistan Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
3226299 getPopulationofCountry Honduras Zone:2 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 2)
183952128 getPopulationofCountry United States Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
183952128 getPopulationofCountry United States Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
183952128 getPopulationofCountry United States Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
183952128 getPopulationofCountry United States Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
5996338 getPopulationofCountry Senegal Zone:5 (turnaround time: 189 ms, execution time: 95 ms, waiting time: 94, processed by server 5)
1565638 getPopulationofCountry Togo Zone:5 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 5)
3587103 getPopulationofCountry Cambodia Zone:1 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 1)
4896738 getPopulationofCountry Tunisia Zone:4 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 4)
4896738 getPopulationofCountry Tunisia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
276340 getPopulationofCountry Swaziland Zone:4 (turnaround time: 186 ms, execution time: 94 ms, waiting time: 92, processed by server 4)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
8480241 getPopulationofCountry Israel Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
3156873 getPopulationofCountry Norway Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
130745096 getPopulationofCountry Brazil Zone:5 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 5)
130745096 getPopulationofCountry Brazil Zone:5 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 5)
3226299 getPopulationofCountry Honduras Zone:3 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 3)
718740 getPopulationofCountry Gambia Zone:5 (turnaround time: 184 ms, execution time: 90 ms, waiting time: 94, processed by server 5)
1873246 getPopulationofCountry Tajikistan Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
15142000 getPopulationofCountry Belgium Zone:1 (turnaround time: 184 ms, execution time: 92 ms, waiting time: 92, processed by server 1)
15142000 getPopulationofCountry Belgium Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
15142000 getPopulationofCountry Belgium Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
15142000 getPopulationofCountry Belgium Zone:1 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 1)
49007 getPopulationofCountry Tonga Zone:3 (turnaround time: 183 ms, execution time: 92 ms, waiting time: 91, processed by server 3)
67716004 getPopulationofCountry United Kingdom Zone:1 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 1)
22244641 getPopulationofCountry Romania Zone:3 (turnaround time: 182 ms, execution time: 91 ms, waiting time: 91, processed by server 3)
4797337 getPopulationofCountry Serbia Zone:2 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 2)
4797337 getPopulationofCountry Serbia Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
67716004 getPopulationofCountry United Kingdom Zone:2 (turnaround time: 185 ms, execution time: 93 ms, waiting time: 92, processed by server 2)
3587103 getPopulationofCountry Cambodia Zone:4 (turnaround time: 187 ms, execution time: 94 ms, waiting time: 93, processed by server 4)
3587103 getPopulationofCountry Cambodia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
3587103 getPopulationofCountry Cambodia Zone:4 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 4)
15142000 getPopulationofCountry Belgium Zone:3 (turnaround time: 184 ms, execution time: 93 ms, waiting time: 91, processed by server 3)
2420881 getPopulationofCountry Panama Zone:2 (turnaround time: 184 ms, execution time: 90 ms, waiting time: 94, processed by server 2)
2420881 getPopulationofCountry Panama Zone:2 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 2)
57898650 getPopulationofCountry Indonesia Zone:5 (turnaround time: 186 ms, execution time: 93 ms, waiting time: 93, processed by server 5)
5996338 getPopulationofCountry Senegal Zone:3 (turnaround time: 186 ms, execution time: 92 ms, waiting time: 94, processed by server 3)
3628180 getPopulationofCountry Uganda Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
53444559 getPopulationofCountry Pakistan Zone:3 (turnaround time: 183 ms, execution time: 91 ms, waiting time: 92, processed by server 3)
53444559 getPopulationofCountry Pakistan Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
53444559 getPopulationofCountry Pakistan Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
53444559 getPopulationofCountry Pakistan Zone:3 (turnaround time: 0 ms, execution time: 0 ms, waiting time: 0, processed by server 3)
578979258 getPopulationofCountry China Zone:5 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 5)
67716004 getPopulationofCountry United Kingdom Zone:3 (turnaround time: 185 ms, execution time: 92 ms, waiting time: 93, processed by server 3)
